Date,Symbol,Coin,Volume,Price,Market Cap
2016-01-18,btc,Bitcoin,1357696058.820607,385.1320000000002,5814809590.700003
2016-01-19,btc,Bitcoin,1157108220.8545206,379.015,5723770825.5
2016-01-20,btc,Bitcoin,1674254290.1511552,418.848,6326929406.4
2016-01-21,btc,Bitcoin,1484721462.288631,407.81500000000017,6161646248.875003
2016-01-22,btc,Bitcoin,1626853795.9614305,377.21000000000015,5700897323.250002
2016-01-23,btc,Bitcoin,755378842.1307423,389.64099999999985,5889248376.549997
2016-01-24,btc,Bitcoin,1458284443.5169122,403.05599999999987,6094932220.799997
2016-01-25,btc,Bitcoin,1332190240.7947454,392.32600000000014,5934195570.050001
2016-01-26,btc,Bitcoin,1231352757.4795895,392.45599999999985,5937437389.799997
2016-01-27,btc,Bitcoin,1023661369.6216023,394.491,5968224752.175
2016-01-28,btc,Bitcoin,1144817695.5234942,379.55199999999985,5745544310.4
2016-01-29,btc,Bitcoin,1378222858.2537944,378.912,5737400248.8
2016-01-30,btc,Bitcoin,926767404.3542867,376.921,5709052772.55
2016-01-31,btc,Bitcoin,795209372.7129719,364.352,5520342696.0
2016-02-01,btc,Bitcoin,1028395380.8818555,371.041,5623172735.125
2016-02-02,btc,Bitcoin,669492000.7292296,372.8679999999998,5652529732.799997
2016-02-03,btc,Bitcoin,701511710.5572597,368.124,5582278351.5
2016-02-04,btc,Bitcoin,1068491901.0833614,388.37599999999986,5891023099.5999975
2016-02-05,btc,Bitcoin,1099201402.3270342,385.7330000000002,5852736452.325003
2016-02-06,btc,Bitcoin,979578026.0038061,374.90499999999986,5690251854.249998
2016-02-07,btc,Bitcoin,551083226.5427567,375.51700000000017,5701239912.875003
2016-02-08,btc,Bitcoin,542257471.058673,371.13599999999985,5636117687.999998
2016-02-09,btc,Bitcoin,465479007.436967,373.909,5679902055.4
2016-02-10,btc,Bitcoin,814090887.7056519,379.829,5771368714.85
2016-02-11,btc,Bitcoin,503979335.12027735,377.05800000000005,5730998806.5
2016-02-12,btc,Bitcoin,658159244.5002661,382.72,5818750496.0
2016-02-13,btc,Bitcoin,740171994.7251545,390.42400000000015,5937412022.4000025
2016-02-14,btc,Bitcoin,1319015072.5724676,404.1440000000002,6147686974.000002
2016-02-15,btc,Bitcoin,1388195099.8471158,399.379,6076721221.075
2016-02-16,btc,Bitcoin,1111797900.4521844,407.01299999999986,6194279970.374997
2016-02-17,btc,Bitcoin,1296165324.1759655,416.84999999999985,6345582494.999998
2016-02-18,btc,Bitcoin,1445224878.5173087,421.42200000000014,6417045471.750002
2016-02-19,btc,Bitcoin,601898504.2767403,419.37699999999995,6387331882.925
2016-02-20,btc,Bitcoin,1385245439.8751278,441.11999999999983,6720209555.999997
2016-02-21,btc,Bitcoin,1506908216.5909653,438.64999999999986,6684028071.249998
2016-02-22,btc,Bitcoin,1166708341.4203901,437.8029999999998,6672478907.4749975
2016-02-23,btc,Bitcoin,1465084346.963302,420.30200000000013,6407178255.950003
2016-02-24,btc,Bitcoin,1457408415.8942337,423.1870000000001,6452416826.4000025
2016-02-25,btc,Bitcoin,1416389937.2195773,423.142,6453391534.75
2016-02-26,btc,Bitcoin,58325277.64245085,427.029,6514156583.4
2016-02-27,btc,Bitcoin,595150632.3741598,432.1390000000002,6593663289.800001
2016-02-28,btc,Bitcoin,546124185.8661691,432.79700000000014,6605163875.2750025
2016-02-29,btc,Bitcoin,1847224330.8996887,436.91900000000004,6669535766.075
2016-03-01,btc,Bitcoin,2515777833.930286,431.371,6586086153.8
2016-03-02,btc,Bitcoin,2052408228.7895234,424.485,6482862265.5
2016-03-03,btc,Bitcoin,2737847218.462073,420.1709999999998,6418406144.699999
2016-03-04,btc,Bitcoin,2408874554.407219,409.408,6255529065.6
2016-03-05,btc,Bitcoin,2766255766.644889,397.24100000000016,6071173237.35
2016-03-06,btc,Bitcoin,2521764887.178534,404.912,6189869498.4
2016-03-07,btc,Bitcoin,2361080396.0006447,413.74,6326260439.5
2016-03-08,btc,Bitcoin,1845168034.2779825,411.8770000000002,6299329213.4000025
2016-03-09,btc,Bitcoin,1705210742.922722,412.31900000000013,6307800373.6500025
2016-03-10,btc,Bitcoin,2166212980.4221253,416.29200000000014,6370256293.500002
2016-03-11,btc,Bitcoin,2440375016.8272963,419.29900000000004,6417916283.7
2016-03-12,btc,Bitcoin,2292018374.4436398,410.80100000000016,6289332499.925001
2016-03-13,btc,Bitcoin,1845648236.2910595,412.49499999999983,6316587496.874998
2016-03-14,btc,Bitcoin,1803876534.2741227,414.585,6350177715.75
2016-03-15,btc,Bitcoin,2111129338.3052552,415.64100000000013,6367983805.875002
2016-03-16,btc,Bitcoin,1895643174.0728602,416.54400000000015,6383495145.6
2016-03-17,btc,Bitcoin,1743173852.7310321,418.40000000000015,6413413020.000002
2016-03-18,btc,Bitcoin,2438769296.1677737,408.28,6259667304.0
2016-03-19,btc,Bitcoin,1764836350.2233398,406.73899999999986,6237403575.8499975
2016-03-20,btc,Bitcoin,1440329762.2947474,411.8820000000002,6317806512.750002
2016-03-21,btc,Bitcoin,2250456009.6655803,411.091,6307102003.85
2016-03-22,btc,Bitcoin,2041042449.9845452,416.36,6389481378.0
2016-03-23,btc,Bitcoin,1985257305.3708296,418.07599999999996,6417382984.8
2016-03-24,btc,Bitcoin,2021330255.0508976,414.88299999999987,6369854280.124998
2016-03-25,btc,Bitcoin,1933831281.7491696,415.74300000000005,6384534070.275
2016-03-26,btc,Bitcoin,1604214632.4064965,416.71499999999986,6401148697.124998
2016-03-27,btc,Bitcoin,2326287423.8189363,425.349,6535264076.775
2016-03-28,btc,Bitcoin,2155194925.8853908,422.756,6497115017.1
2016-03-29,btc,Bitcoin,2681866388.8263345,415.54700000000014,6388027423.5250025
2016-03-30,btc,Bitcoin,2387281658.232541,412.597,6344204936.175
2016-03-31,btc,Bitcoin,1432304098.8288007,415.366,6388090244.55
2016-04-01,btc,Bitcoin,447338222.9775492,416.754,6410999713.95
2016-04-02,btc,Bitcoin,633704453.9853791,419.67000000000013,6457346880.750002
2016-04-03,btc,Bitcoin,429476810.39737815,418.1850000000002,6435354873.375002
2016-04-04,btc,Bitcoin,525611739.8271151,419.43699999999995,6456959980.95
2016-04-05,btc,Bitcoin,541558101.3329905,422.651,6508054061.925
2016-04-06,btc,Bitcoin,527136257.7088257,421.656,6494387877.599999
2016-04-07,btc,Bitcoin,593936633.4999852,421.07599999999996,6486917898.7
2016-04-08,btc,Bitcoin,727873660.8959363,418.47400000000016,6448380946.35
2016-04-09,btc,Bitcoin,791269617.2927799,416.145,6413012926.125
2016-04-10,btc,Bitcoin,484836963.8386498,421.13300000000004,6492839084.15
2016-04-11,btc,Bitcoin,710470936.9100323,422.5840000000002,6516847462.200003
2016-04-12,btc,Bitcoin,1182165394.173999,426.181,6573884543.1
2016-04-13,btc,Bitcoin,785800595.9663941,424.26900000000006,6546120648.075003
2016-04-14,btc,Bitcoin,616490737.7752148,424.93199999999996,6558071165.7
2016-04-15,btc,Bitcoin,841700526.6271452,429.966,6637309897.95
2016-04-16,btc,Bitcoin,743886906.6097463,430.941,6653836775.25
2016-04-17,btc,Bitcoin,528907575.42346233,428.027,6610502491.375
2016-04-18,btc,Bitcoin,549297574.3227769,428.50599999999986,6619389285.599997
2016-04-19,btc,Bitcoin,674540887.3072404,436.37,6742483781.0
2016-04-20,btc,Bitcoin,1101674781.4135218,441.916,6830010642.2
2016-04-21,btc,Bitcoin,1340299673.3017693,451.08300000000014,6973348482.375003
2016-04-22,btc,Bitcoin,1244399315.4240894,447.48800000000006,6919439820.8
2016-04-23,btc,Bitcoin,835075482.6912191,451.81800000000004,6987975324.3
2016-04-24,btc,Bitcoin,1609960186.8384228,459.92299999999983,7114859335.024999
2016-04-25,btc,Bitcoin,1607304204.3566065,460.46599999999984,7123685299.599998
2016-04-26,btc,Bitcoin,1278134938.8701427,467.8559999999998,7240796776.799998
2016-04-27,btc,Bitcoin,1344104894.4750998,444.789,6885300360.825
2016-04-28,btc,Bitcoin,1497339511.3554573,449.38099999999986,6957889602.775
2016-04-29,btc,Bitcoin,683291625.3521613,456.56600000000014,7070940369.350001
2016-04-30,btc,Bitcoin,577836728.8566967,447.9029999999999,6938342199.674997
2016-05-01,btc,Bitcoin,394606185.83971006,452.592,7012822521.599999
2016-05-02,btc,Bitcoin,679795242.3567172,444.48800000000006,6888908380.2
2016-05-03,btc,Bitcoin,460396814.08345866,450.3,6980741977.5
2016-05-04,btc,Bitcoin,430680620.31665134,447.119,6933273129.45
2016-05-05,btc,Bitcoin,547921245.8399001,448.92199999999985,6962982234.9
2016-05-06,btc,Bitcoin,892002595.4498557,461.6200000000002,7161803490.000002
2016-05-07,btc,Bitcoin,418352341.3398776,459.2479999999998,7126736757.199997
2016-05-08,btc,Bitcoin,640880145.1265181,459.283,7129139992.975
2016-05-09,btc,Bitcoin,892533004.1713158,461.74700000000007,7169395601.225
2016-05-10,btc,Bitcoin,1121093826.6093578,450.32599999999985,6993799201.15
2016-05-11,btc,Bitcoin,672525013.6120929,452.17900000000003,7024148586.0
2016-05-12,btc,Bitcoin,697010377.0856366,454.73100000000017,7065405649.050001
2016-05-13,btc,Bitcoin,489812072.3694577,456.0070000000002,7086941589.100001
2016-05-14,btc,Bitcoin,540603400.5013363,455.50300000000016,7080714421.975001
2016-05-15,btc,Bitcoin,514727783.64522004,457.837,7118621364.875
2016-05-16,btc,Bitcoin,649625052.453777,454.89300000000003,7074393585.075
2016-05-17,btc,Bitcoin,456208618.57011163,452.42199999999997,7037627799.900002
2016-05-18,btc,Bitcoin,382814029.8745019,453.37100000000015,7054124066.025002
2016-05-19,btc,Bitcoin,626926267.8026723,440.5389999999999,6855767039.274998
2016-05-20,btc,Bitcoin,644225134.6638312,441.88800000000003,6878428608.0
2016-05-21,btc,Bitcoin,382669886.1311476,443.1469999999998,6899543980.4749975
2016-05-22,btc,Bitcoin,369986913.3520583,438.6750000000001,6831902516.250002
2016-05-23,btc,Bitcoin,378979422.05785537,443.175,6903990658.125001
2016-05-24,btc,Bitcoin,423917608.1376983,445.769,6945849971.525
2016-05-25,btc,Bitcoin,593928754.5793718,449.05499999999984,6998825287.124998
2016-05-26,btc,Bitcoin,772901620.2200116,453.732,7073262177.9
2016-05-27,btc,Bitcoin,1609915743.8194053,473.86400000000015,7388724420.000002
2016-05-28,btc,Bitcoin,2308852891.9405656,528.545,8243121751.874998
2016-05-29,btc,Bitcoin,2265760454.971116,524.624,8182390025.2
2016-05-30,btc,Bitcoin,1027238918.1573266,534.2240000000002,8335577205.600003
2016-05-31,btc,Bitcoin,976889071.4702432,531.4070000000002,8293336919.625002
2016-06-01,btc,Bitcoin,864207752.912364,539.1679999999999,8416291167.199999
2016-06-02,btc,Bitcoin,655601895.7428466,538.832,8413013019.599998
2016-06-03,btc,Bitcoin,947549857.3776042,570.4449999999998,8908568259.374998
2016-06-04,btc,Bitcoin,1014758653.6732844,573.5259999999997,8958404429.249998
2016-06-05,btc,Bitcoin,980649173.4367051,574.4756747207706,8975651027.512924
2016-06-06,btc,Bitcoin,850291006.7026013,585.563,9151383511.05
2016-06-07,btc,Bitcoin,995595869.9524367,577.9106942699359,9033842181.758213
2016-06-08,btc,Bitcoin,625927307.6959897,583.1389999999999,9117713569.924995
2016-06-09,btc,Bitcoin,570784842.2229652,577.607,9033585757.725
2016-06-10,btc,Bitcoin,574507838.2591244,579.2276478801408,9060944979.936224
2016-06-11,btc,Bitcoin,567638086.2563362,597.746561993518,9352955399.176626
2016-06-12,btc,Bitcoin,2134843166.853439,671.7122784950528,10512767357.042526
2016-06-13,btc,Bitcoin,1929369214.3262644,704.2918521711082,11025583301.960873
2016-06-14,btc,Bitcoin,1295617503.876316,685.932131564762,10740428205.860779
2016-06-15,btc,Bitcoin,1111645975.7525933,693.2269999999999,10857217289.95
2016-06-16,btc,Bitcoin,2295279422.8526845,765.4629999999999,11991494582.524998
2016-06-17,btc,Bitcoin,2089119189.0622394,749.4189999999999,11742908607.649998
2016-06-18,btc,Bitcoin,1639977543.4823856,756.7996012580627,11861509350.41793
2016-06-19,btc,Bitcoin,1440147059.442583,764.0459999999998,11978503075.35
2016-06-20,btc,Bitcoin,1274257070.726084,734.1617358035669,11512940800.437586
2016-06-21,btc,Bitcoin,2616450204.6981983,664.9965293554343,10430819686.1179
2016-06-22,btc,Bitcoin,2116429838.3177702,591.895,9286122275.999998
2016-06-23,btc,Bitcoin,2950728708.7575192,623.2062563646158,9779539536.75046
2016-06-24,btc,Bitcoin,2819565196.653483,661.4166051593036,10381264326.27785
2016-06-25,btc,Bitcoin,2165368588.8793783,666.0566978558096,10456807082.239622
2016-06-26,btc,Bitcoin,1973414929.567675,629.3059999999998,9882102246.55
2016-06-27,btc,Bitcoin,1893446210.5502863,648.2999999999997,10182702232.499996
2016-06-28,btc,Bitcoin,1557753994.6406407,646.8429999999997,10162291635.799995
2016-06-29,btc,Bitcoin,1478192305.7415562,637.437,10016780633.55
2016-06-30,btc,Bitcoin,1557452114.6606188,671.6159999999998,10556309174.399996
2016-07-01,btc,Bitcoin,1520646626.315115,677.7099999999998,10654888849.0
2016-07-02,btc,Bitcoin,1369565986.2165418,693.0470000000001,10897332418.600002
2016-07-03,btc,Bitcoin,1980745475.1931427,664.7451003433932,10456041581.34137
2016-07-04,btc,Bitcoin,1647219062.906496,678.7005716794641,10678148801.861635
2016-07-05,btc,Bitcoin,1363651288.9860194,667.5305180233453,10504760879.50388
2016-07-06,btc,Bitcoin,1193299157.941928,675.9190000000001,10639167835.700005
2016-07-07,btc,Bitcoin,2122556832.5577586,638.6200000000001,10054273625.000002
2016-07-08,btc,Bitcoin,1407424927.2334235,665.7445062721131,10483645176.39353
2016-07-09,btc,Bitcoin,1734638027.0220506,653.8705124993986,10298813661.942278
2016-07-10,btc,Bitcoin,1043956725.0369836,650.3210000000003,10244077501.140005
2016-07-11,btc,Bitcoin,969355597.1380028,649.07,10225531860.96
2016-07-12,btc,Bitcoin,1085661832.4024758,670.9480000000002,10571303711.855999
2016-07-13,btc,Bitcoin,930971250.7396076,658.1500000000002,10370703851.400002
2016-07-14,btc,Bitcoin,907126119.1357733,659.5760000000002,10394281928.736004
2016-07-15,btc,Bitcoin,915530669.9477481,665.6869915031888,10491679653.244476
2016-07-16,btc,Bitcoin,583921219.9714433,663.5010000000002,10458476976.564005
2016-07-17,btc,Bitcoin,878701509.437196,678.3905582459545,10694420116.412523
2016-07-18,btc,Bitcoin,951136967.9705703,674.7874378266207,10638777020.11729
2016-07-19,btc,Bitcoin,721148317.6858412,674.5573889807015,10636194258.165005
2016-07-20,btc,Bitcoin,718486386.0759034,670.8934740599931,10579131342.279295
2016-07-21,btc,Bitcoin,651736587.5105526,665.3643845142738,10493517598.78291
2016-07-22,btc,Bitcoin,744993482.3653657,651.0899999999998,10269410781.96
2016-07-23,btc,Bitcoin,749951409.4708184,655.4230000000001,10338768243.216002
2016-07-24,btc,Bitcoin,628152931.6204653,660.848923533057,10425364936.563223
2016-07-25,btc,Bitcoin,571897923.6678182,654.5186383481072,10326505495.914951
2016-07-26,btc,Bitcoin,704328935.7242514,651.3099999999997,10276898043.719995
2016-07-27,btc,Bitcoin,701731382.8989862,655.618263277738,10345876482.259169
2016-07-28,btc,Bitcoin,590272472.7794733,655.8904301748953,10351218168.470943
2016-07-29,btc,Bitcoin,498459288.32484585,657.3423791946652,10375300169.233871
2016-07-30,btc,Bitcoin,381261251.17962205,654.5489803055398,10332176091.135323
2016-07-31,btc,Bitcoin,1034681070.1406332,623.7457712533022,9847086965.691307
2016-08-01,btc,Bitcoin,1099193368.899972,605.7469999999995,9564059424.39599
2016-08-02,btc,Bitcoin,1868906086.6664288,517.1349294487607,8165924598.986262
2016-08-03,btc,Bitcoin,2497221230.7124486,567.3810616156013,8960483430.825201
2016-08-04,btc,Bitcoin,1656264326.9642901,576.6037067248545,9107192616.42881
2016-08-05,btc,Bitcoin,730357921.4557643,576.0338000000003,9099338658.9168
2016-08-06,btc,Bitcoin,781499291.615411,587.6349999999999,9283768001.28
2016-08-07,btc,Bitcoin,1119146426.823175,592.6675,9364319558.91
2016-08-08,btc,Bitcoin,732938493.4891537,590.7125,9334500359.099998
2016-08-09,btc,Bitcoin,764158462.4766014,585.3024999999998,9249860835.689995
2016-08-10,btc,Bitcoin,787203551.0783362,592.266843297098,9361030948.519566
2016-08-11,btc,Bitcoin,332761748.88416946,587.6138000000002,9288488901.621605
2016-08-12,btc,Bitcoin,332148000.2223092,586.5299999999999,9272434001.04
2016-08-13,btc,Bitcoin,528917329.60978127,584.4688683346069,9241013898.483736
2016-08-14,btc,Bitcoin,800709328.0207629,570.7366999999998,9024984099.855598
2016-08-15,btc,Bitcoin,689576137.4962289,567.7342836594349,8978508769.857576
2016-08-16,btc,Bitcoin,665471810.6820532,578.2231511023564,9145336947.424574
2016-08-17,btc,Bitcoin,509828615.05795246,571.461914957742,9039235990.703674
2016-08-18,btc,Bitcoin,448162729.6782696,572.2684198487193,9053050627.417759
2016-08-19,btc,Bitcoin,404401760.59499985,573.4919906794345,9073411771.816164
2016-08-20,btc,Bitcoin,449090940.59324414,581.9462730812136,9208301151.705595
2016-08-21,btc,Bitcoin,397848571.0551584,580.5870271371734,9187908144.199305
2016-08-22,btc,Bitcoin,391991120.2892311,585.2175000000002,9262302916.86
2016-08-23,btc,Bitcoin,602216568.6591012,582.0038,9212472965.7744
2016-08-24,btc,Bitcoin,366732500.4450583,577.8880531621712,9148400141.820934
2016-08-25,btc,Bitcoin,401309290.9927601,576.1163000000001,9121223051.838
2016-08-26,btc,Bitcoin,338221514.6073892,578.1037999999998,9153633133.989595
2016-08-27,btc,Bitcoin,445311513.3907298,568.5750000000003,9003730818.600002
2016-08-28,btc,Bitcoin,339737295.89427423,573.5288,9083223370.0416
2016-08-29,btc,Bitcoin,381390186.594049,572.5102283617088,9068122329.394085
2016-08-30,btc,Bitcoin,414583282.42362505,576.08,9125715540.48
2016-08-31,btc,Bitcoin,335483654.44544333,571.7582826763035,9058256694.850405
2016-09-01,btc,Bitcoin,356532608.2572752,571.59,9056523459.6
2016-09-02,btc,Bitcoin,378500484.5206362,573.9624999999999,9095188851.299995
2016-09-03,btc,Bitcoin,561496914.7850987,596.1950000000003,9448393429.680002
2016-09-04,btc,Bitcoin,884434073.8694361,608.6887999999999,9647700436.713598
2016-09-05,btc,Bitcoin,618185193.0094764,606.6438,9616262727.204
2016-09-06,btc,Bitcoin,560341026.7130767,610.6837999999998,9681336387.3936
2016-09-07,btc,Bitcoin,597124132.7229277,614.3264885962195,9740198080.118105
2016-09-08,btc,Bitcoin,1600702238.5928948,625.4675000000002,9917920559.610004
2016-09-09,btc,Bitcoin,850137524.7711473,621.9124999999998,9862631720.7
2016-09-10,btc,Bitcoin,586796232.5467077,623.0588000000001,9881939361.403202
2016-09-11,btc,Bitcoin,1228662231.0267904,605.3154151790803,9601743135.428335
2016-09-12,btc,Bitcoin,973866198.6910902,605.8312052420321,9611117069.21902
2016-09-13,btc,Bitcoin,699782155.2934498,606.6450000000002,9625199430.6
2016-09-14,btc,Bitcoin,619105285.9754454,608.4250000000002,9654573079.500004
2016-09-15,btc,Bitcoin,549080254.7260385,605.5838000000001,9610607638.994402
2016-09-16,btc,Bitcoin,546585886.1273316,606.5533658936915,9627042762.308758
2016-09-17,btc,Bitcoin,531090439.7852413,605.3438,9609021664.308
2016-09-18,btc,Bitcoin,1306045902.1413145,608.7950000000002,9664864143.000004
2016-09-19,btc,Bitcoin,1272958790.4060755,608.6176342973246,9663034352.091309
2016-09-20,btc,Bitcoin,953214316.4475456,607.7688125632666,9650615110.177094
2016-09-21,btc,Bitcoin,1589139471.1342793,595.8402492264345,9462412679.832169
2016-09-22,btc,Bitcoin,994983745.4822936,594.9587999999999,9449414102.3184
2016-09-23,btc,Bitcoin,1471656057.1981368,601.8925,9560527881.96
2016-09-24,btc,Bitcoin,1136053862.1848307,601.2725000000003,9551877467.340004
2016-09-25,btc,Bitcoin,1074112052.8808076,599.3112999999997,9522044919.525595
2016-09-26,btc,Bitcoin,1917754354.0926065,606.0970645363005,9630957511.517817
2016-09-27,btc,Bitcoin,1448434854.0194745,604.2074999999999,9602128427.579998
2016-09-28,btc,Bitcoin,1023325384.7386414,603.5549999999997,9592874199.359995
2016-09-29,btc,Bitcoin,1291135796.1814551,604.6375,9611116960.350002
2016-09-30,btc,Bitcoin,1177411408.0724046,608.2575,9669703048.38
2016-10-01,btc,Bitcoin,1673872374.027799,614.0598845176643,9763087934.558168
2016-10-02,btc,Bitcoin,1018352266.6575919,610.3588000000002,9705298188.7536
2016-10-03,btc,Bitcoin,767820466.9691538,611.9609026561799,9731860020.793758
2016-10-04,btc,Bitcoin,817050996.2892424,609.2425,9689785072.17
2016-10-05,btc,Bitcoin,915039145.8889356,611.6363,9729061309.2156
2016-10-06,btc,Bitcoin,714618920.4242616,610.9800000000001,9719787549.600002
2016-10-07,btc,Bitcoin,1104537956.2128787,616.2188000000002,9804216114.139202
2016-10-08,btc,Bitcoin,793016113.7517544,616.5338,9810492980.9568
2016-10-09,btc,Bitcoin,901840112.4410679,614.6238000000002,9781273121.407202
2016-10-10,btc,Bitcoin,1274169412.982478,614.3138,9777010536.4368
2016-10-11,btc,Bitcoin,2996984110.275397,640.7,10198278180.0
2016-10-12,btc,Bitcoin,2475619341.367628,635.6163,10118464865.982
2016-10-13,btc,Bitcoin,2099764690.768364,634.6223388041233,10103624253.93074
2016-10-14,btc,Bitcoin,1671558094.2516508,638.1799999999996,10161283203.119995
2016-10-15,btc,Bitcoin,1644480561.890038,637.2088,10146912931.2
2016-10-16,btc,Bitcoin,1454057375.202525,640.1862999999997,10195309967.356796
2016-10-17,btc,Bitcoin,1187159912.919513,637.4825000000002,10153229676.240002
2016-10-18,btc,Bitcoin,2024277148.457759,635.465,10122263522.22
2016-10-19,btc,Bitcoin,1955775379.9281864,628.4375,10011295942.5
2016-10-20,btc,Bitcoin,1803186001.035134,628.5425,10013934081.66
2016-10-21,btc,Bitcoin,1283400177.493909,629.7187999999994,10033936840.324793
2016-10-22,btc,Bitcoin,3522949282.8122096,652.0875,10391486423.849998
2016-10-23,btc,Bitcoin,3643525162.781228,649.6263000000002,10353442542.796804
2016-10-24,btc,Bitcoin,3212766801.21308,648.7663,10340849544.8076
2016-10-25,btc,Bitcoin,2499429907.052547,652.6338,10403520542.2512
2016-10-26,btc,Bitcoin,4850797702.725286,673.4175000000001,10735427840.760002
2016-10-27,btc,Bitcoin,5041475157.287174,683.3724999999997,10896021892.289995
2016-10-28,btc,Bitcoin,5069538565.893592,687.5587999999998,10963463344.929598
2016-10-29,btc,Bitcoin,6838400543.297884,715.4103243232163,11409389607.07833
2016-10-30,btc,Bitcoin,5824289996.154985,697.2773624560577,11121149986.537748
2016-10-31,btc,Bitcoin,6861251336.346381,698.5762999999997,11143032475.877998
2016-11-01,btc,Bitcoin,5882440878.971314,729.2049999999998,11633474056.2
2016-11-02,btc,Bitcoin,4549460043.379515,734.1638,11713747881.6912
2016-11-03,btc,Bitcoin,10469111039.375326,686.0612999999995,10947521327.777992
2016-11-04,btc,Bitcoin,5929334120.52332,702.11,11204614009.68
2016-11-05,btc,Bitcoin,2146200087.784668,704.0224999999997,11236368065.399996
2016-11-06,btc,Bitcoin,2676516223.714126,712.1263000000001,11367022667.714405
2016-11-07,btc,Bitcoin,3299753094.289381,706.0925,11271922275.87
2016-11-08,btc,Bitcoin,3071821253.356335,708.9399999999998,11318680821.599998
2016-11-09,btc,Bitcoin,4364284007.6703005,721.1774999999999,11515479618.419998
2016-11-10,btc,Bitcoin,3237455965.9222164,713.2141433353438,11389753141.977829
2016-11-11,btc,Bitcoin,3576474207.6949515,715.6425000000003,11429941440.150002
2016-11-12,btc,Bitcoin,6291883753.8086405,703.76,11241603256.32
2016-11-13,btc,Bitcoin,3720281492.5782685,702.3463169808624,11220193117.664371
2016-11-14,btc,Bitcoin,5335752435.403928,705.55,11279469101.249998
2016-11-15,btc,Bitcoin,7530105088.629449,712.158899800779,11386521351.124006
2016-11-16,btc,Bitcoin,9936150861.137636,740.8993548679167,11847684538.725115
2016-11-17,btc,Bitcoin,5475859342.756743,738.4799999999998,11810455253.999998
2016-11-18,btc,Bitcoin,3987706064.67461,748.4263,11970910272.5825
2016-11-19,btc,Bitcoin,3235133019.0516033,750.4100480749124,12003962099.202116
2016-11-20,btc,Bitcoin,5039283039.972013,728.3713,11652611522.3775
2016-11-21,btc,Bitcoin,3192815797.461711,736.5049999999997,11783996774.934998
2016-11-22,btc,Bitcoin,3267220913.651425,748.1225,11971109864.2825
2016-11-23,btc,Bitcoin,3775381682.630749,741.1662465178737,11861151745.206772
2016-11-24,btc,Bitcoin,3798900330.481789,736.7486937230677,11791975961.23253
2016-11-25,btc,Bitcoin,2481664641.7581053,738.2039432073005,11816670435.200802
2016-11-26,btc,Bitcoin,2391921659.307202,732.7338000000002,11730463632.615002
2016-11-27,btc,Bitcoin,2688074106.338304,727.7574999999998,11652161720.374998
2016-11-28,btc,Bitcoin,2451726073.7380557,731.8424613583487,11719038707.963842
2016-11-29,btc,Bitcoin,1904325475.8200665,731.81,11719891045.97
2016-11-30,btc,Bitcoin,4489070914.7431965,742.3587999999997,11890119632.989996
2016-12-01,btc,Bitcoin,5522487160.404118,753.0550000000002,12062849170.250002
2016-12-02,btc,Bitcoin,4613958357.972869,771.1713,12354385552.1631
2016-12-03,btc,Bitcoin,2869024714.229657,764.8338233239152,12254501749.676563
2016-12-04,btc,Bitcoin,3517012111.83186,766.3687999999997,12280532758.265594
2016-12-05,btc,Bitcoin,3552862904.938212,752.2399999999997,12055567493.999994
2016-12-06,btc,Bitcoin,3256985152.1415324,758.6924999999999,12160418226.562498
2016-12-07,btc,Bitcoin,2603948961.3748693,763.9149999999997,12245767526.624998
2016-12-08,btc,Bitcoin,2683311953.2487645,768.6749999999997,12323570551.874998
2016-12-09,btc,Bitcoin,3111825855.1299825,769.8412999999997,12343519928.004995
2016-12-10,btc,Bitcoin,6551233315.762556,773.1262933845235,12397466677.567526
2016-12-11,btc,Bitcoin,5508375144.4026575,768.2324999999997,12320826024.727495
2016-12-12,btc,Bitcoin,6313690793.836448,778.4323012225747,12485927227.144995
2016-12-13,btc,Bitcoin,2821130580.1213613,778.2150000000003,12484153823.955006
2016-12-14,btc,Bitcoin,1558761070.8253195,775.8913000000003,12444714533.525005
2016-12-15,btc,Bitcoin,1345904094.1102345,775.5724999999996,12444351602.187496
2016-12-16,btc,Bitcoin,1764681181.2608926,781.3375000000002,12538210372.3
2016-12-17,btc,Bitcoin,1759607152.191437,788.8774999999997,12660596387.812498
2016-12-18,btc,Bitcoin,1469513205.1864016,788.4413000000003,12654965391.075605
2016-12-19,btc,Bitcoin,1102832366.9469736,790.1162999999997,12683371140.053095
2016-12-20,btc,Bitcoin,1894271979.553395,799.7212999999998,12838925680.525
2016-12-21,btc,Bitcoin,6050784065.735313,826.6207679031858,13272429704.645523
2016-12-22,btc,Bitcoin,7952522425.2043295,859.3662999999998,13799864746.8981
2016-12-23,btc,Bitcoin,5647399305.622811,917.0988,14728698437.88
2016-12-24,btc,Bitcoin,4642138992.135109,891.6813,14322006704.34
2016-12-25,btc,Bitcoin,4022250326.3525133,894.3371331688621,14366519915.082952
2016-12-26,btc,Bitcoin,4809313197.626971,902.6063,14501002033.91
2016-12-27,btc,Bitcoin,4597863955.069579,929.115,14928671401.875004
2016-12-28,btc,Bitcoin,4906008701.836555,977.14,15702309526.679996
2016-12-29,btc,Bitcoin,3796961161.086285,971.7212999999997,15617018872.949997
2016-12-30,btc,Bitcoin,4380999912.176424,960.925,15445427987.500004
